,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills
0,Data Scientist,<80000,data_scientist,"['SAP', 'SQL']",2
1,Data Scientist,<80000,data_scientist,"['Machine Learning', 'R', 'SAS', 'SQL', 'Python']",5
2,Data Scientist,<80000,data_scientist,"['Data Mining', 'Data Management', 'R', 'SAS', 'SQL', 'STATA', 'SPSS', 'Data Analysis', 'Python']",9
3,Graduate Studies Program - Data Scientist,<80000,data_scientist,['Certified Internal Auditor'],1
4,Data Scientist I,<80000,data_scientist,"['Statistical Software', 'Time Management', 'R', 'Microsoft Office', 'Excel', 'Tableau', 'Data Science']",7
5,Data Scientist - Entry to Experienced Level,<80000,data_scientist,"['AI', 'Quantitative Analysis', 'Data Mining', 'Machine Learning', 'Analysis Skills', 'CSS']",6
6,Geospatial Data Scientist,<80000,data_scientist,"['Statistical Software', 'Machine Learning', 'R', 'Image Processing', 'SQL', 'Cloud Computing', 'ArcGIS', 'GIS', 'Python', 'AWS']",10
7,Data Scientist,<80000,data_scientist,"['Machine Learning', 'R', 'SQL']",3
8,Bioinformatics Data Scientist,<80000,data_scientist,"['Linux', 'R', 'C/C++', 'Python']",4
9,Data Scientist,<80000,data_scientist,"['JavaScript', 'Data Mining', 'TS/SCI Clearance', 'R', 'C/C++', 'Python']",6
10,Data Scientist,<80000,data_scientist,"['Machine Learning', 'R', 'SPSS', 'Data Analysis', 'Statistical Software', 'Data Mining', 'SAS', 'Python']",8
11,Data Scientist,<80000,data_scientist,"['Machine Learning', 'R', 'SPSS', 'Data Analysis', 'Statistical Software', 'Data Mining', 'SAS', 'Python']",8
12,Data Scientist,<80000,data_scientist,"['Machine Learning', 'Analysis Skills', 'Data Science']",3
13,Jr. Data Scientist - Machine Learning,<80000,data_scientist,"['Machine Learning', 'Python']",2
14,Data Scientist,<80000,data_scientist,"['TensorFlow', 'Project Planning', 'Linux', 'Machine Learning', 'C/C++', 'Python', 'Jira']",7
15,Enrollment Data Scientist & Econometrician,<80000,data_scientist,"['Machine Learning', 'R', 'Statisical Analysis', 'SPSS', 'Statistical Software', 'Data Mining', 'Scala', 'Tableau', 'Java', '""Drivers License""', 'Python']",11
16,Junior Data Scientist,<80000,data_scientist,"['Machine Learning', 'R', 'SQL', 'Analysis Skills', 'Python', 'Data Science']",6
17,Data Scientist,<80000,data_scientist,"['Microsoft SQL Server', 'Data Mining', 'Machine Learning', 'Visual Basic', 'R', 'SAS', 'SQL', 'Excel', 'Tableau', 'Microsoft Access', 'SPSS', 'Python']",12
18,Data Analytics and Machine Learning Specialist,<80000,data_scientist,['Machine Learning'],1
19,"Postdoctoral Associate/Data Scientist, Laboratory for Multis...",<80000,data_scientist,"['LMRT', 'Machine Learning']",2
20,innovationOchsner (iO) - Data Scientist - Benson Tower,<80000,data_scientist,"['AI', 'Data Mining', 'Machine Learning', 'R', 'Natural Language Processing', 'Data Science', 'Python']",7
21,Statistician/Data Scientist,<80000,data_scientist,"['IIS', 'TS/SCI Clearance']",2
22,Statistician / Data Scientist,<80000,data_scientist,"['IIS', 'TS/SCI Clearance']",2
23,"Environmental Data Scientist, Bureau of Environmental Survei...",<80000,data_scientist,"['Statistical Software', 'SAS', 'SQL', 'Tableau']",4
24,Environmental Data Manager/Data Scientist (Associate Level),<80000,data_scientist,"['Microsoft SQL Server', 'Data Management', 'Power BI', 'CAD Software', 'SQL', 'Microsoft Access', 'SharePoint', 'ArcGIS']",8
25,Sr. Data Scientist - Secret,<80000,data_scientist,"['Data Mining', 'R', 'Python']",3
26,innovation Ochsner - iO - Data Scientist - Benson Tower,<80000,data_scientist,"['AI', 'Data Mining', 'Machine Learning', 'R', 'Natural Language Processing', 'Data Science', 'Python']",7
27,"Google AI Resident, 2019 Start (Fixed-Term Employee)",<80000,data_scientist,,0
28,"Google AI Resident, 2019 Start (Fixed-Term Employee)",<80000,data_scientist,,0
29,Data Analysis & Machine Learning Postdoctoral Researcher,<80000,data_scientist,"['TensorFlow', 'Machine Learning', 'Git', 'Python', 'SVN']",5
30,Applied Machine Learning Scientist - Digital Imaging,<80000,data_scientist,"['TensorFlow', 'JavaScript', 'React', 'Data Mining', 'Adobe Photoshop', 'Machine Learning', 'CSS', 'HTML5']",8
31,Machine Learning Scientist,<80000,data_scientist,"['TensorFlow', 'Machine Learning', 'R', 'Python', 'C/C++', 'SQL']",6
32,"Google AI Resident, 2019 Start (Fixed-Term Employee)",<80000,data_scientist,,0
33,Data Scientist/Sr. Scientific Programmer (Researcher 6),<80000,data_scientist,"['Machine Learning', 'Scripting', 'R', 'Perl', 'SQL', 'MATLAB', 'Python']",7
34,"Google AI Resident, 2019 Start (Fixed-Term Employee)",<80000,data_scientist,,0
35,Machine Learning Intern (Summer 2019),<80000,data_scientist,"['Splunk', 'Data Mining', 'Machine Learning', 'Data Science']",4
36,Data Scientist (Research Director),<80000,data_scientist,['Grant Writing'],1
37,Machine Learning Scientist II,<80000,data_scientist,"['Natural Language Processing', 'Hive', 'Spark', 'Microsoft Powerpoint', 'Machine Learning', 'Hadoop', 'MATLAB', 'Python']",8
38,DATA SCIENTIST AND TEAM LEAD (Data Analytics Practice),<80000,data_scientist,"['Data Mining', 'Statisical Analysis', 'Qualitative Research']",3
39,"DATA SCIENTIST, PROSPECT RESEARCH, MGMT & ANALYTICS-UNIV DEV...",<80000,data_scientist,"['Java', 'R', 'SAS', 'Python', 'SQL', 'Tableau']",6
40,"Senior Data Scientist, Supply Chain",<80000,data_scientist,"['AI', 'Quantitative Analysis', 'Microsoft SQL Server', 'Machine Learning', 'Visual Basic', 'R', 'SQL', '.Net', 'C#', 'Python']",10
41,Machine Learning,<80000,data_scientist,"['Big Data', 'Natural Language Processing', 'Spark', 'Machine Learning', 'Hadoop']",5
42,Temporary Content Developer - Machine Learning,<80000,data_scientist,"['TensorFlow', 'Machine Learning', 'Python']",3
43,Machine Learning,<80000,data_scientist,"['Big Data', 'Natural Language Processing', 'Spark', 'Machine Learning', 'Hadoop']",5
44,Computer Vision Scientist (Machine Learning),<80000,data_scientist,"['TensorFlow', 'Machine Learning', 'Image Processing', 'C/C++']",4
45,FamilySearch Machine Learning Annotation Specialist,<80000,data_scientist,"['Machine Learning', 'Microsoft Powerpoint', 'Microsoft Office']",3
46,Machine Learning Research Scientist - Optics & Photonics Lab,<80000,data_scientist,"['.Net', 'C#', 'Machine Learning', 'Software Development', 'MATLAB', 'Image Processing', 'Signal Processing', 'Python', 'C/C++']",9
47,Machine Learning Researcher SAN FRANCISCOMEMBER OF TECHNICAL...,<80000,data_scientist,"['AI', 'Machine Learning']",2
48,Entry-Level Data Scientist,80000-99999,data_scientist,"['Java', 'Data Mining', 'Machine Learning', 'Design Experience', 'Scripting', 'R', 'SAS', 'Python']",8
49,Trainee as Data Scientist (January to June 2019),80000-99999,data_scientist,"['Pentaho', 'Excel']",2
50,Data Scientist,80000-99999,data_scientist,['Data Mining'],1
51,Data Scientist-Tchnlgy,80000-99999,data_scientist,"['Microsoft SQL Server', 'Data Mining', 'R', 'Oracle', 'SAS', 'SQL', 'DB2']",7
52,Data Scientist,80000-99999,data_scientist,,0
53,Data Scientist,80000-99999,data_scientist,"['Natural Language Processing', 'Machine Learning']",2
54,Data Scientist - Life Sciences,80000-99999,data_scientist,"['AI', 'Next Generation Sequencing', 'Machine Learning', 'Bioinformatics']",4
55,Data Scientist,80000-99999,data_scientist,"['Microsoft SQL Server', 'Data Mining', 'R', 'Oracle', 'SAS', 'SQL', 'DB2']",7
56,Data Scientist,80000-99999,data_scientist,,0
57,Data Scientist,80000-99999,data_scientist,"['.Net', 'Data Mining', 'C#', 'Machine Learning', 'R', 'C/C++', 'Python', 'SQL']",8
58,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Data Warehouse', 'R', 'SAS', 'Statisical Analysis', 'Python', 'SQL']",7
59,Data Scientist,80000-99999,data_scientist,,0
60,Data Scientist - Labor Planning & Analytics,80000-99999,data_scientist,"['Machine Learning', 'R', 'Microsoft Office', 'SQL', 'Alteryx', 'Data Warehouse', 'Python']",7
61,Associate Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Perl', 'C/C++', 'SQL', 'Big Data', 'SPSS', 'MATLAB', 'Data Mining', 'Ruby', 'Hadoop', 'SAS', 'Tableau', 'Java', 'Spark', 'Git', 'Python', 'Data Science']",18
62,D3 - Junior Data Scientist 1,80000-99999,data_scientist,"['Machine Learning', 'R', 'Perl', 'SPSS', 'MATLAB', 'Statistical Software', 'Hadoop', 'SAS', 'Java', 'Python']",10
63,Data Scientist,80000-99999,data_scientist,"['R', 'Marketing', 'SAS', 'SQL', 'Python']",5
64,Data Scientist,80000-99999,data_scientist,,0
65,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'SAS', 'Python', 'SQL']",5
66,Data Scientist (Corporate),80000-99999,data_scientist,"['Data Mining', 'Statisical Analysis', 'Customer Service']",3
67,Junior Data Scientist,80000-99999,data_scientist,"['Java', 'AI', 'Machine Learning']",3
68,D3 - Junior Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Perl', 'SPSS', 'MATLAB', 'Statistical Software', 'Hadoop', 'SAS', 'Java', 'Python']",10
69,Data Scientist II (Forecasting & Scheduling),80000-99999,data_scientist,"['Predictive Analytics', 'Hive', 'Spark', 'Machine Learning', 'Python', 'SQL', 'AWS']",7
70,Data Scientist,80000-99999,data_scientist,"['Business Intelligence', 'Data Mining', 'Machine Learning', 'R', 'SAS', 'Sentiment Analytics', 'SQL', 'SPSS', 'Data Science', 'Python']",10
71,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Data Management', 'MATLAB', 'R', 'SAS']",5
72,Data Scientist,80000-99999,data_scientist,"['JavaScript', 'Machine Learning', 'XML', 'Hadoop', 'R', 'SQL', 'HTML5', 'Shell Scripting', 'CSS', 'Python', 'AWS']",11
73,Data Scientist,80000-99999,data_scientist,"['JavaScript', 'Machine Learning', 'XML', 'Hadoop', 'R', 'SQL', 'HTML5', 'Shell Scripting', 'CSS', 'Python', 'AWS']",11
74,"Data Scientist, International Programs",80000-99999,data_scientist,"['Data Mining', 'Excel']",2
75,Data Scientist (Python/R) â€“ People Analytics - USDC,80000-99999,data_scientist,"['Data Mining', 'R', 'SAS', 'Sentiment Analytics', 'Microsoft Office', 'Tableau', 'Natural Language Processing', 'Python', 'Data Science']",9
76,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'SAS', 'Microsoft Office', 'SQL']",5
77,Data Scientist II,80000-99999,data_scientist,"['Business Intelligence', 'Power BI', 'Tableau']",3
78,Junior Data Scientist,80000-99999,data_scientist,"['AI', 'Machine Learning', 'R', 'Python', 'SQL', 'Tableau']",6
79,"Data Scientist, Membership Analytics Job",80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'Project Management', 'Azure', 'Google Cloud Platform', 'SAS', 'SQL', 'Cloud Computing', 'Data Warehouse', 'Python', 'AWS']",11
80,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Python', 'SQL']",5
81,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Python', 'Excel', 'SQL']",6
82,Data Scientist,80000-99999,data_scientist,"['MySQL', 'Machine Learning', 'R', 'Python']",4
83,Data Scientist - Junior,80000-99999,data_scientist,"['Data Mining', 'Tableau']",2
84,Data Scientist,80000-99999,data_scientist,"['Salesforce CRM', 'Pardot', 'Marketing Automation', 'SQL']",4
85,Data Scientist,80000-99999,data_scientist,"['Certified Internal Auditor', 'UI']",2
86,Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'R', 'SAS', 'Microsoft Office', 'Excel', 'SQL', 'Big Data', 'Alteryx', 'SPSS', 'MATLAB', 'Six Sigma Certification', 'Six Sigma', 'Google Suite', 'Python']",14
87,Data Scientist / Prognostic Health Monitoring Specialist,80000-99999,data_scientist,"['Machine Learning', 'R', 'SQL', 'MATLAB', 'Python', 'Signal Processing']",6
88,Data Scientist,80000-99999,data_scientist,"['Perl', 'Statisical Analysis', 'C/C++', 'Java', 'Troubleshooting', 'Python']",6
89,Data Scientist,80000-99999,data_scientist,"['.Net', 'C#', 'Machine Learning']",3
90,Data Analytics - Data Scientist,80000-99999,data_scientist,"['Microsoft SQL Server', 'Microsoft Powerpoint', 'Visual Basic', 'SAP', 'SQL', 'Tableau', 'Six Sigma Certification']",7
91,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning']",2
92,Data scientist,80000-99999,data_scientist,"['Business Intelligence', 'SQL', 'Excel', 'Microsoft Access']",4
93,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Visual Basic', 'R', 'Oracle', 'C/C++', 'SQL', 'Java', 'Python']",8
94,Intern - Data Scientist,80000-99999,data_scientist,"['JavaScript', 'Spark', 'Machine Learning', 'Hadoop', 'Data Science']",5
95,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Python', 'SQL']",5
96,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Python', 'SQL', 'AWS']",4
97,Data Scientist,80000-99999,data_scientist,"['Linux', 'Data Mining', 'R', 'Python', 'SQL']",5
98,Data Scientist (Corporate),80000-99999,data_scientist,"['Machine Learning', 'R', 'SAS', 'SQL', 'Customer Service', 'Teradata']",6
99,Senior Data Scientist,80000-99999,data_scientist,"['Microsoft Powerpoint', 'Visual Basic', 'R', 'Python', 'SQL', 'Microsoft Office', 'Tableau']",7
100,Sr Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'Data Mining', 'Microsoft SQL Server', 'Microsoft Powerpoint', 'R', 'Marketing', 'SAS', 'Oracle', 'Microsoft Office', 'Minitab', 'Teradata', 'STATA', 'SPSS', 'MATLAB', 'Python']",15
101,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'SQL']",3
102,Data Scientist - IS&T,80000-99999,data_scientist,"['Linux', 'Data Mining', 'Machine Learning', 'R', 'SAS', 'SQL', 'Natural Language Processing', 'Python']",8
103,Data Science Development Program- Junior Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Python', 'SQL']",4
104,Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Hive', 'Hadoop', 'R', 'Python', 'SQL']",6
105,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'SAS', 'Data Science', 'Python', 'SQL']",7
106,Data Scientist,80000-99999,data_scientist,"['Hive', 'Machine Learning', 'R', 'Python', 'SQL']",5
107,Check and Deposit Fraud Data Scientist,80000-99999,data_scientist,"['AI', 'Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'R', 'SAS', 'SQL', 'Tableau', 'ACH', 'Six Sigma', 'Python', 'DB2']",12
108,Data Scientist,80000-99999,data_scientist,"['JavaScript', 'Machine Learning', 'XML', 'Hadoop', 'R', 'SQL', 'HTML5', 'Shell Scripting', 'CSS', 'Python', 'AWS']",11
109,"Data Scientist, Bioinformatics Developer",80000-99999,data_scientist,"['R', 'Bioinformatics', 'SQL', 'Software Development', 'NoSQL', 'Python']",6
110,Data Scientist,80000-99999,data_scientist,"['Certified Internal Auditor', 'UI']",2
111,Geospatial Data Scientist 2,80000-99999,data_scientist,"['NoSQL', 'Project Management', 'Python', 'SQL']",4
112,Data Scientist,80000-99999,data_scientist,"['Data Mining', '""Drivers License""', 'SQL']",3
113,Data Scientist,80000-99999,data_scientist,"['Time Management', 'Machine Learning', 'Project Management', 'R', 'SAS', 'SQL', 'Python']",7
114,Data Scientist,80000-99999,data_scientist,"['XML', 'R', 'JSON', 'Git', 'REST', 'PostgreSQL', 'Data Analysis', 'Python']",8
115,"Data Scientist, Consumer Revenue",80000-99999,data_scientist,"['JavaScript', 'Google Analytics', 'Marketing', 'Python', 'SQL', 'Tableau']",6
116,Data Scientist (Bioinformatics),80000-99999,data_scientist,"['Linux', 'Perl', 'R', 'Bioinformatics', 'MySQL', 'Design Experience', 'Software Development', 'Cell Biology', 'Statistical Software', 'Oracle', 'Java', 'Python']",12
117,Data Scientist,80000-99999,data_scientist,"['Node.js', 'JavaScript', 'AI', 'Machine Learning', 'R', 'Python', 'SQL']",7
118,Data Scientist - Intern/Coop,80000-99999,data_scientist,"['JavaScript', 'R', 'SQL', 'Excel', 'Tableau', 'Java', 'MySQL', 'NoSQL', 'Python', 'DB2']",10
119,Data Scientist,80000-99999,data_scientist,"['Project Management', 'R', 'SAS', 'Python', 'Tableau']",5
120,Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning']",3
121,Data Scientist,80000-99999,data_scientist,"['Linux', 'R', 'MySQL', 'Git', 'Immunoassays']",5
122,Principal Deep Learning Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Image Processing']",2
123,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Visual Basic', 'R', 'Python']",4
124,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Visual Basic', 'R', 'Python']",4
125,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'Military Experience', 'RMF']",4
126,Data Scientist-Marketing GCIA,80000-99999,data_scientist,"['Microsoft SQL Server', 'Data Mining', 'R', 'Oracle', 'SAS', 'SQL', 'Big Data', 'DB2']",8
127,Junior Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'SQL', 'Analysis Skills', 'Python', 'Data Science']",6
128,Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning']",3
129,"Principal Data Scientist, Connected Care",80000-99999,data_scientist,"['Machine Learning', 'Hadoop', 'Azure', 'R', 'SQL', 'T-SQL', 'PL/SQL', 'Spark', 'Git', 'Software Development', 'Python', 'AWS']",12
130,Manufacturing Data Scientist,80000-99999,data_scientist,"['AI', 'Data Mining', 'Machine Learning', 'Six Sigma', 'Lean', 'Microsoft Office']",6
131,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Python']",3
132,Machine Learning and Artificial Intelligence Scientist,80000-99999,data_scientist,"['AI', 'Machine Learning', 'R', 'Python']",4
133,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Data Management', 'MATLAB', 'R', 'SAS']",5
134,Senior Data Scientist,80000-99999,data_scientist,"['Microsoft Powerpoint', 'Visual Basic', 'R', 'Python', 'SQL', 'Microsoft Office', 'Tableau']",7
135,Junior Data Scientist,80000-99999,data_scientist,"['Power BI', 'R', 'JSON', 'SQL', 'Tableau', 'Java', 'Natural Language Processing', 'MATLAB', 'OOP', 'Python']",10
136,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Java', 'Natural Language Processing', 'Python']",6
137,Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'Data Analysis', 'R', 'SAS', 'Tableau']",5
138,Sr Medical Economics Data Scientist,80000-99999,data_scientist,"['Microsoft Powerpoint', 'R', 'SAS', 'Microsoft Office', 'Excel', 'SQL', 'Managed Care']",7
139,Data Scientist,80000-99999,data_scientist,['Microsoft Office'],1
140,Digital Media Data Scientist,80000-99999,data_scientist,"['Microsoft SQL Server', 'Data Mining', 'R', 'Oracle', 'SAS', 'SQL', 'Teradata']",7
141,Data Scientist II- Clayton (Full Time),80000-99999,data_scientist,"['Statistical Software', 'Business Intelligence', 'Data Mining', 'Analysis Skills', 'Data Analysis', 'SAS', 'Business Analysis', 'SQL']",8
142,Data Scientist - Generalist,80000-99999,data_scientist,"['Java', 'MATLAB', 'Data Science', 'Python']",4
143,Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'R', 'SAS', 'SQL', 'SPSS', 'Python']",6
144,Sr Data Scientist,80000-99999,data_scientist,['Machine Learning'],1
145,Data Scientist,80000-99999,data_scientist,['Microsoft Office'],1
146,Data Scientist I (664803),80000-99999,data_scientist,"['R', 'Statisical Analysis', 'SAS', 'Minitab', 'SPSS', 'Python']",6
147,AI Principal Data Scientist - PS12776,80000-99999,data_scientist,"['AI', 'Data Mining', 'Machine Learning']",3
148,Sr Data Scientist,80000-99999,data_scientist,"['Hive', 'Data Mining', 'Machine Learning', 'Scripting', 'R', 'SQL', 'HBase', 'MongoDB', 'NoSQL', 'MATLAB']",10
149,Principal-Data Scientist,80000-99999,data_scientist,['Machine Learning'],1
150,Data Scientist,80000-99999,data_scientist,"['Pig', 'Machine Learning', 'R', 'Perl', 'Sentiment Analytics', 'SQL', 'MySQL', 'SPSS', 'PostgreSQL', 'AI', 'Data Mining', 'Weka', 'Oracle', 'SAS', 'Minitab', 'Tableau', 'Spark', 'Python', 'Data Science']",19
151,Enterprise Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'Microsoft Powerpoint', 'R', 'SAS', 'STATA', 'Microsoft Word', 'SPSS']",7
152,Data Scientist,80000-99999,data_scientist,['AI'],1
153,Consumer Banking Data Scientist,80000-99999,data_scientist,"['SAS', 'Excel', 'SQL', 'Microsoft Access']",4
154,Data Scientist,80000-99999,data_scientist,"['Quantitative Analysis', 'Visual Basic', 'R', 'Oracle', 'C/C++', 'Excel', 'SQL', 'Tableau', 'ArcGIS', 'Troubleshooting', 'QlikView', 'Python', 'GIS']",13
155,Senior Associate Data Scientist,80000-99999,data_scientist,"['AI', 'Machine Learning', 'R', 'SQL', 'Data Analysis', 'Python']",6
156,Data Scientist,80000-99999,data_scientist,"['Hive', 'Data Mining', 'Ruby', 'Machine Learning', 'Hadoop', 'R', 'Statisical Analysis', 'C/C++', 'Java', 'Spark', 'MATLAB', 'Python', 'PHP']",13
157,Data Scientist - Cancer Dependency Map,80000-99999,data_scientist,"['Machine Learning', 'R', 'MATLAB']",3
158,Data Scientist for Autonomous Systems,80000-99999,data_scientist,"['TensorFlow', 'Machine Learning', 'R', 'MATLAB', 'Data Science', 'Python', 'C/C++']",7
159,New Account Fraud Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'R', 'SAS', 'SQL', 'Tableau', 'ACH', 'Six Sigma', 'Python', 'DB2']",11
160,Analytics Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'R', 'Azure', 'Google Cloud Platform', 'Statisical Analysis', 'C/C++', 'SQL', 'MySQL', 'S3', 'JavaScript', 'Data Mining', 'Hadoop', 'Scripting', 'Java', 'Spark', 'Python', 'Data Science']",19
161,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'C/C++', 'SQL', 'Troubleshooting', 'NoSQL', 'Python']",6
162,Quantitative Research Scientist / Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Data Management', 'Network', 'R', 'C/C++', 'JSON', 'SQL', 'Haskell', 'Java', 'CI', 'Unit Testing', 'NoSQL', 'MATLAB', 'Python', 'OOP']",15
163,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Statisical Analysis', 'Java', 'Natural Language Processing', 'MATLAB', 'Python']",8
164,Statistician (Data Scientist),80000-99999,data_scientist,"['Linux', 'System Design', 'Survival Analysis', 'Machine Learning', 'R', 'SQL', 'Java', 'MATLAB', 'Python']",9
165,Data Scientist Information Manager,80000-99999,data_scientist,"['Database Administration', 'Microsoft SQL Server', 'R', 'PostgreSQL', 'MATLAB', 'OOP', 'PHP', 'Drupal', 'Software Testing', 'SAS', 'Microsoft Office', 'Content Management Systems', 'ArcGIS', 'Troubleshooting', 'WordPress']",15
166,Senior Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'C/C++', 'Python', 'Jira']",6
167,Consumer Banking Data Scientist,80000-99999,data_scientist,"['Data Mining', 'SAS', 'Excel', 'SQL', 'Microsoft Access']",5
168,Data Scientist I - Agent Based Modeler (Java/Python),80000-99999,data_scientist,"['Java', 'Machine Learning', 'Python']",3
169,Federal - Data Scientist,80000-99999,data_scientist,"['Big Data', 'SAS']",2
170,Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Microsoft Project', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'Scala', 'SAS', 'SQL', 'Excel', 'Tableau', 'Big Data', 'Natural Language Processing', 'Spark', 'SPSS', 'Visio', 'Python']",17
171,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Project Management', 'R', 'SAS', 'SQL', 'Teradata', 'Tableau', 'Python']",8
172,Lead Data Scientist,80000-99999,data_scientist,"['PL/SQL', 'Data Mining', 'Machine Learning', 'R', 'Weka', 'MATLAB', 'Oracle', 'Python']",8
173,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'SPSS', 'R', 'SAS', 'Python', 'Tableau']",6
174,Data Scientist,80000-99999,data_scientist,"['Project Management', 'R', 'SAP', 'SAS', 'SQL', 'Tableau', 'SPSS', 'QlikView', 'MATLAB']",9
175,Data Scientist,80000-99999,data_scientist,,0
176,IRES - Data Scientist (AS0003XO),80000-99999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16
177,IRES - Data Scientist,80000-99999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16
178,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'Power BI', 'R', 'Microsoft Office', 'Python', 'Data Science']",7
179,"AVP - Data Scientist - New York, NY",80000-99999,data_scientist,"['Java', 'Hive', 'Spark', 'Machine Learning', 'Hadoop', 'MATLAB', 'Data Science']",7
180,Senior Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'C/C++', 'Python', 'Jira']",6
181,"Scientist, Data (Machine Learning)",80000-99999,data_scientist,"['Data Mining', 'Machine Learning']",2
182,Data Scientist (Masters-Level),80000-99999,data_scientist,"['JavaScript', 'R', 'SQL', 'Python']",4
183,Data Scientist (Masters-Level),80000-99999,data_scientist,"['JavaScript', 'R', 'SQL', 'Python']",4
184,Data Scientist,80000-99999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'Scala', 'SAS', 'SQL', 'Big Data', 'Java', 'Natural Language Processing', 'Spark', 'Python']",13
185,Data Scientist,80000-99999,data_scientist,,0
186,"Associate, Data Scientist, Healthcare",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15
187,Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'Microsoft Powerpoint', 'Machine Learning', 'Power BI', 'R', 'Statisical Analysis', 'SAS', 'SQL', 'Minitab', 'Tableau', 'Big Data', 'STATA', 'Natural Language Processing', 'Alteryx', 'GIS', 'Python']",16
188,Data Scientist,80000-99999,data_scientist,"['Pig', 'Linux', 'Hive', 'Machine Learning', 'Hadoop', 'Power BI', 'R', 'SQL', 'Tableau', 'Spark', 'Python', 'AWS']",12
189,Principal Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Azure', 'Data Science', 'Python']",5
190,Principal Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Azure', 'Data Science', 'Python']",5
191,Principal Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Azure', 'Data Science', 'Python']",5
192,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'SPSS', 'R', 'SAS', 'Data Science']",6
