,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills
3358,Data Analyst,80000-99999,data_analyst,"['Business Analysis', 'Tableau']",2
3359,Data Analyst - Operational Excellence,80000-99999,data_analyst,"['Go', 'SQL', 'Tableau', 'Data Analysis', 'Python']",5
3360,Data Analyst,80000-99999,data_analyst,"['ERP Systems', 'OBIEE', 'Hadoop', 'Oracle', 'SQL', 'Tableau', 'Spark', 'Python']",8
3361,DATA ANALYST,80000-99999,data_analyst,"['R', 'SQL', 'STATA', 'Python']",4
3362,Data Analyst,80000-99999,data_analyst,"['Excel', 'SQL', 'Tableau']",3
3363,Data Analyst,80000-99999,data_analyst,"['Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'R', 'SQL', 'Microsoft Office', 'Java', 'Alteryx', 'Informatica', 'Python']",10
3364,Quantitative Data Analyst (Minerva) Co-op,80000-99999,data_analyst,,0
3365,CORE - Data Analyst,80000-99999,data_analyst,"['Design Experience', 'Business Analysis', 'SQL']",3
3366,Associate Data Analyst,80000-99999,data_analyst,"['Business Intelligence', 'SQL', 'Tableau']",3
3367,Associate Data Analyst,80000-99999,data_analyst,"['Business Intelligence', 'SQL', 'Tableau']",3
3368,"DATA ANALYST, FUNCTIONAL",80000-99999,data_analyst,,0
3369,"Data Analyst, Users and Products",80000-99999,data_analyst,"['Ruby', 'Scripting', 'Perl', 'R', 'C/C++', 'SQL', 'Java', 'Analysis Skills', 'Management Consulting', 'Python']",10
3370,Data Analyst,80000-99999,data_analyst,"['Google Analytics', 'R', 'SQL', 'Tableau']",4
3371,Associate Data Analyst,80000-99999,data_analyst,"['Visual Basic', 'R', 'Microsoft Office', 'Excel', 'Tableau', 'Python']",6
3372,Data Analyst,80000-99999,data_analyst,"['JavaScript', 'Ruby', 'Git', 'Conversion Optimization', 'Scripting', 'Python']",6
3373,Data Analyst II,80000-99999,data_analyst,"['AI', 'Data Mining', 'SAS', 'Oracle', 'Statisical Analysis', 'Excel', 'SQL', 'Microsoft Access']",8
3374,Data Analyst,80000-99999,data_analyst,"['Microsoft SQL Server', 'XML', 'SQL']",3
3375,Data Analyst,80000-99999,data_analyst,"['Pig', 'Ruby', 'Hadoop', 'SQL', 'Data Warehouse', 'Python']",6
3376,Data Analyst,80000-99999,data_analyst,"['QlikView', 'Data Analysis', 'SQL']",3
3377,Transportation Data Analyst,80000-99999,data_analyst,"['Transportation Management', 'SQL', 'Microsoft Office']",3
3378,Data Analyst,80000-99999,data_analyst,"['Oracle', 'SQL']",2
3379,Data Analyst,80000-99999,data_analyst,"['Oracle', 'SQL']",2
3380,Data Analyst,80000-99999,data_analyst,"['Microsoft SQL Server', 'Hadoop', 'R', 'SQL', 'Tableau', 'Java', 'Spark', 'Data Warehouse', 'Informatica', 'Python']",10
3381,Digital Data Analyst,80000-99999,data_analyst,"['Survey Design', 'SAS']",2
3382,Data Analyst,80000-99999,data_analyst,"['Hadoop', 'Tableau', 'Spark', 'Data Analysis', 'Python']",5
3383,Commercial Data Analyst,80000-99999,data_analyst,"['SAS', 'SQL', 'Tableau']",3
3384,Intelligence Data Analyst,80000-99999,data_analyst,"['Machine Learning', 'R', 'Python']",3
3385,Data Analyst III,80000-99999,data_analyst,"['SAS', 'Excel', 'SQL', 'Microsoft Office', 'Microsoft Access', 'Tableau', 'Data Analysis']",7
3386,Data Analyst,80000-99999,data_analyst,"['Business Intelligence', 'Power BI', 'Data Analysis', 'R', 'SQL', 'Tableau']",6
3387,Seinor Business Data Analyst,80000-99999,data_analyst,"['Project Management', 'Business Analysis']",2
3388,Data Analyst/Architect,80000-99999,data_analyst,,0
3389,Associate Data Analyst,80000-99999,data_analyst,"['Business Intelligence', 'SQL', 'Tableau']",3
3390,Associate Data Analyst,80000-99999,data_analyst,"['Business Intelligence', 'SQL', 'Tableau']",3
3391,Sales Data Analyst,80000-99999,data_analyst,"['Salesforce CRM', 'Analysis Skills']",2
3392,Data Analyst,80000-99999,data_analyst,"['Data Mining', 'XML', 'R', 'Statisical Analysis', 'SQL', 'Data Warehouse', 'Data Analysis', 'Python']",8
3393,Business & Data Analyst,80000-99999,data_analyst,"['Microsoft SQL Server', 'XML', 'Project Management', 'Power BI', 'Google Search Console', 'JSON', 'SQL']",7
3394,Health Care Data Analyst,80000-99999,data_analyst,"['Data Mining', 'Machine Learning']",2
3395,Data Analyst,80000-99999,data_analyst,"['ERP Systems', 'SQL', 'Tableau']",3
3396,Data Analyst,80000-99999,data_analyst,"['JavaScript', 'Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'Oracle', 'Python', 'SQL']",7
3397,Data Analyst,80000-99999,data_analyst,"['Informatica', 'Data Analysis', 'Oracle', 'Jira', 'SQL']",5
3398,Data Analyst,80000-99999,data_analyst,,0
3399,Data Analyst,80000-99999,data_analyst,,0
3400,Data Analyst,80000-99999,data_analyst,"['Microsoft SQL Server', 'Power BI', 'SQL']",3
3401,Sr. Data Analyst-Marketing,80000-99999,data_analyst,,0
3402,Data Analyst,80000-99999,data_analyst,"['Data Warehouse', 'Informatica', 'Oracle', 'SQL']",4
3403,"Data Analyst, Early Stage Practice",80000-99999,data_analyst,"['Microsoft Powerpoint', 'SQL', 'Tableau']",3
3404,Marketing Data Analyst,80000-99999,data_analyst,"['Marketing', 'Attribution Modeling', 'SQL', 'Tableau']",4
3405,Associate Data Analyst,80000-99999,data_analyst,"['Business Intelligence', 'SQL', 'Tableau']",3
3406,Associate Data Analyst,80000-99999,data_analyst,"['Business Intelligence', 'SQL', 'Tableau']",3
3407,Data Analyst,80000-99999,data_analyst,"['Data Warehouse', 'Informatica', 'Oracle', 'SQL']",4
3408,Clinical Data Analyst,80000-99999,data_analyst,"['ICD Coding', 'R', 'SQL', 'Python']",4
3409,"Data Analyst, Vehicle Readiness",80000-99999,data_analyst,"['System Design', 'ERP Systems', 'Python', 'SQL', 'Tableau']",5
3410,Data Analyst/Tester,80000-99999,data_analyst,"['Business Intelligence', 'Software Testing', 'Jira', 'SQL']",4
3411,Data Analyst,80000-99999,data_analyst,"['Salesforce CRM', 'Business Intelligence', 'Data Mining', 'Microsoft SQL Server', 'Google Analytics', 'Microsoft Powerpoint', 'R', 'SAS', 'SQL', 'Tableau', 'Python']",11
3412,Data Analyst,80000-99999,data_analyst,"['Project Management', 'R', 'Python', 'SQL', 'Tableau']",5
3413,Data Analyst,80000-99999,data_analyst,"['Spark', 'Microsoft Powerpoint', 'Data Analysis', 'R', 'Python', 'SQL', 'Tableau']",7
3414,Clinical Data Analyst II,80000-99999,data_analyst,"['Epidemiology', 'R', 'SAS', 'Microsoft Office', 'SQL', 'Tableau', 'QlikView', 'Python']",8
3415,Data Analyst,80000-99999,data_analyst,"['Data Mining', 'Machine Learning', 'R', 'MATLAB', 'Python']",5
3416,Quantitative Data Analyst (Minerva),80000-99999,data_analyst,,0
3417,Data Analyst Intern,80000-99999,data_analyst,"['R', 'Python', 'SQL']",3
3418,Data Analyst,80000-99999,data_analyst,"['Perl', 'Python', 'SQL']",3
3419,Metric & Data Analyst,80000-99999,data_analyst,['Data Mining'],1
3420,Pipeline Integrity Data Analyst,80000-99999,data_analyst,"['Microsoft Office', 'SharePoint']",2
3421,Meta Data Analyst,80000-99999,data_analyst,"['Data Analysis', 'SQL']",2
3422,Data Analyst,80000-99999,data_analyst,"['Data Mining', 'Microsoft Powerpoint', 'XML', 'Power BI', 'R', 'SAS', 'SQL', 'Tableau', 'Microsoft Word', 'SPSS', 'QlikView', 'Data Analysis']",12
3423,Data Analyst,80000-99999,data_analyst,"['Time Management', 'Microsoft Office']",2
3424,Data Analyst,80000-99999,data_analyst,"['Hive', 'Google Analytics', 'Hadoop', 'Omniture', 'SQL', 'Tableau', 'Spark', 'Python', 'AWS']",9
3425,Data Analyst - LNSSI,80000-99999,data_analyst,,0
3426,Product Data Analyst,80000-99999,data_analyst,,0
3427,Data Analytics Analyst,80000-99999,data_analyst,,0
3428,Data Analyst,80000-99999,data_analyst,"['Excel', 'Leadership Experience']",2
3429,"Data Analyst, Global Supply, Analytics",80000-99999,data_analyst,,0
3430,Sr Analyst - Data Analyst,80000-99999,data_analyst,"['Microsoft SQL Server', 'Data Analysis', 'SAS']",3
3431,Data Analyst,80000-99999,data_analyst,"['JavaScript', 'Time Management', 'Hadoop', 'Power BI', 'Scala', 'R', 'Kafka', 'SQL', 'Tableau', 'React', 'Spark', 'Python', 'Elasticsearch', 'AWS']",14
3432,Research Data Analyst,80000-99999,data_analyst,"['Machine Learning', 'R']",2
3433,Senior Data Analyst,80000-99999,data_analyst,"['Microsoft SQL Server', 'QlikView', 'SPSS', 'R', 'Python', 'SQL', 'Microsoft Access', 'Tableau']",8
3434,HEALTH CENTER DATA ANALYST,80000-99999,data_analyst,"['Ruby', 'Python', 'SQL', 'Tableau']",4
3435,Data Analyst,80000-99999,data_analyst,"['Salesforce CRM', 'SAS', 'SQL', 'Excel', 'SPSS']",5
3436,Data Analyst - Games,80000-99999,data_analyst,"['Machine Learning', 'R', 'SAS', 'SQL', 'STATA', 'Data Warehouse', 'SPSS', 'Business Analysis']",8
3437,"Data Analyst, Digital Gaming",80000-99999,data_analyst,"['Machine Learning', 'R', 'SQL', 'Data Analysis', 'Python']",5
3438,Compliance Data Analyst,80000-99999,data_analyst,"['Adobe Acrobat', 'JavaScript', 'Business Intelligence', 'Microsoft SQL Server', 'Microsoft Powerpoint', 'Crystal Reports', 'SQL', 'HTML5', 'Tableau', 'Visio', 'CSS']",11
3439,Data Analytics & Innovation Analyst,80000-99999,data_analyst,"['Hive', 'Data Mining', 'Power BI', 'R', 'SAS', 'SQL', 'Tableau', 'Microsoft Access', 'Spark', 'Python']",10
3440,Associate Data Analyst,80000-99999,data_analyst,"['Machine Learning', 'Hadoop', 'SQL', 'Tableau', 'Java', 'Spark', 'Data Analysis', 'Python']",8
3441,Data Analyst,80000-99999,data_analyst,"['Microsoft SQL Server', 'Data Warehouse', 'Power BI', 'Business Analysis', 'SQL', 'Microsoft Access']",6
3442,Commercial Vehicle Data Analyst,80000-99999,data_analyst,"['Data Mining', 'Hadoop', 'Project Management', 'SQL', 'Spark', 'MATLAB', 'Python']",7
3443,Data Analyst,80000-99999,data_analyst,"['SQL', 'Tableau', 'Data Warehouse', 'QlikView']",4
3444,Data Analyst - USA,80000-99999,data_analyst,"['Microsoft SQL Server', 'Data Mining', 'Google Analytics', 'SQL', 'Python']",5
3445,Forecasting Data Analyst,80000-99999,data_analyst,"['R', 'SAS', 'SQL', 'Microsoft Office', 'Tableau']",5
3446,Data Analyst,80000-99999,data_analyst,"['SDLC', 'SQL']",2
3447,Data Analyst (Secret Clearance Req'd),80000-99999,data_analyst,['Google Analytics'],1
3448,Data Analyst,80000-99999,data_analyst,"['Salesforce CRM', 'R', 'SQL', 'Excel', 'Tableau']",5
3449,Data Analyst - 1 to 5 Years Experience,80000-99999,data_analyst,"['Microsoft SQL Server', 'SQL', 'Excel', 'Oracle', 'Microsoft Access']",5
3450,Data Analyst,80000-99999,data_analyst,"['JavaScript', 'Time Management', 'Hadoop', 'Power BI', 'Scala', 'R', 'Kafka', 'SQL', 'Tableau', 'React', 'Spark', 'Python', 'Elasticsearch', 'AWS']",14
3451,Circular Economy Logistics Data Analyst,80000-99999,data_analyst,,0
3452,Data Analyst,80000-99999,data_analyst,"['Microsoft SQL Server', 'Oracle', 'Excel']",3
3453,Information /Data Analyst,80000-99999,data_analyst,"['Business Intelligence', 'Data Analysis', 'Power BI', 'R', 'Python', 'SQL', 'Tableau']",7
3454,Data Analyst,80000-99999,data_analyst,"['Machine Learning', 'R', 'SQL', 'Predictive Analytics', 'Spark', 'Python']",6
3455,Research Data Analyst,80000-99999,data_analyst,"['Python', 'SQL']",2
3456,Data Analyst,80000-99999,data_analyst,"['R', 'SQL', 'STATA', 'Python']",4
3457,Clinical Data Analyst,80000-99999,data_analyst,['Clinical Research'],1
3458,Master Data Analyst,80000-99999,data_analyst,"['Time Management', 'Excel']",2
3459,Digital Data Analyst,80000-99999,data_analyst,"['Google Analytics', 'R', 'SQL', 'Tableau', 'Alteryx', 'Analysis Skills', 'Data Warehouse', 'Business Analysis', 'Python']",9
3460,SQL Data Analyst,80000-99999,data_analyst,"['Power BI', 'Network', 'SQL', 'Microsoft Office']",4
3461,Data Analyst - Video Platform,80000-99999,data_analyst,"['Go', 'SQL', 'Tableau', 'Data Analysis', 'Python']",5
3462,Data Analyst,80000-99999,data_analyst,['Data Analysis'],1
3463,Data Analyst,80000-99999,data_analyst,['Data Analysis'],1
3464,Data Analyst,80000-99999,data_analyst,['Data Analysis'],1
3465,IDEO U and OpenIDEO - Data Analyst (Contract),80000-99999,data_analyst,"['Survey Design', 'Analysis Skills', 'SPSS', 'R', 'MATLAB', 'SAS', 'Python', 'SQL']",8
3466,Senior Data Analyst,80000-99999,data_analyst,"['Python', 'Excel', 'SQL', 'Tableau']",4
3467,"Data Analyst, Psychology",80000-99999,data_analyst,,0
3468,Data Analyst,80000-99999,data_analyst,"['SAS', 'Python']",2
3469,Senior Data Analyst,80000-99999,data_analyst,['Tableau'],1
3470,Data Analyst IV,80000-99999,data_analyst,"['Data Analysis', 'Excel', 'SQL', 'Microsoft Office', 'Microsoft Access']",5
3471,Data Analyst II,80000-99999,data_analyst,"['Oracle', 'Excel', 'SQL', 'Financial Modeling']",4
3472,Data Analyst,80000-99999,data_analyst,"['Informatica', 'Oracle', 'SQL']",3
3473,Digital Data Analyst,80000-99999,data_analyst,"['Google Analytics', 'R', 'SQL', 'Tableau', 'Alteryx', 'Analysis Skills', 'Data Warehouse', 'Business Analysis', 'Python']",9
3474,Staff Data Analyst-Tech,80000-99999,data_analyst,"['Statistical Software', 'Machine Learning', 'Power BI', 'R', 'SAS', 'Tableau', 'Supervising Experience', 'Alteryx', 'Python']",9
3475,Senior Data Analyst,80000-99999,data_analyst,"['Business Intelligence', 'Python', 'SQL', 'Tableau']",4
3476,Quantitative Data Analyst (Cogo Labs),80000-99999,data_analyst,,0
3477,"Space Planning Data Analyst (R, Tableau, Alteryx)",80000-99999,data_analyst,"['Data Mining', 'Statisical Analysis', 'SQL']",3
3478,Sr Data Analyst,80000-99999,data_analyst,"['Data Mining', 'Microsoft Powerpoint', 'Data Analysis', 'SQL', 'Microsoft Office']",5
3479,Operations Business Data Analyst,80000-99999,data_analyst,['Microsoft SQL Server'],1
3480,Data Analyst,80000-99999,data_analyst,"['Ruby', 'R', 'SQL', 'Tableau', 'Python']",5
3481,Sr Data Analyst,80000-99999,data_analyst,,0
3482,"Data Analyst, Spam Operations",80000-99999,data_analyst,"['JavaScript', 'Data Mining', 'Quantitative Analysis', 'Scripting', 'Python', 'SQL', 'PHP', 'Haskell']",8
3483,Data Analyst,80000-99999,data_analyst,"['Microsoft SQL Server', 'Machine Learning', 'Hadoop', 'Power BI', 'R', 'Excel', 'SQL', 'Python']",8
3484,Data Analyst,80000-99999,data_analyst,"['Confluence', 'Data Warehouse', 'Jira', 'SQL']",4
3485,Data Analyst II,80000-99999,data_analyst,"['Oracle', 'Excel', 'SQL', 'Financial Modeling']",4
3486,Data Analyst,80000-99999,data_analyst,"['Hive', 'Python', 'SQL']",3
3487,Data Analyst,80000-99999,data_analyst,"['Informatica', 'Oracle', 'SQL']",3
3488,Data Analyst,80000-99999,data_analyst,"['Java', 'Microsoft SQL Server', 'Power BI', 'SDLC', 'Leadership Experience', 'Python', 'SQL']",7
3489,Data Analyst,80000-99999,data_analyst,"['Microsoft SQL Server', 'SQL', 'Tableau']",3
3490,Customer Experience Data Analyst,80000-99999,data_analyst,"['Microsoft Powerpoint', 'Power BI', 'R', 'Microsoft Office', 'Excel', 'SQL', 'Data Analysis', 'Python']",8
3491,"Data Analyst - Media, Partnerships Analytics",80000-99999,data_analyst,"['Hive', 'R', 'SAS', 'Oracle', 'SQL', 'Tableau', 'STATA', 'MySQL', 'Facebook Advertising', 'SPSS']",10
3492,Data Analyst,80000-99999,data_analyst,"['Business Intelligence', 'Project Management', 'R', 'SAS', 'SQL', 'Python']",6
3493,Data Analytics & Innovation Analyst,80000-99999,data_analyst,"['Hive', 'Data Mining', 'Power BI', 'R', 'SAS', 'SQL', 'Tableau', 'Microsoft Access', 'Spark', 'Python']",10
3494,Data Analyst - USA,80000-99999,data_analyst,"['Microsoft SQL Server', 'Data Mining', 'Google Analytics', 'SQL', 'Python']",5
3495,Data Analyst,80000-99999,data_analyst,['Data Analysis'],1
3496,Data Analyst,80000-99999,data_analyst,['Data Analysis'],1
3497,Data Analyst,80000-99999,data_analyst,['Data Analysis'],1
3498,Sr. Data Analyst - Digital & Customer Analytics,80000-99999,data_analyst,"['Business Intelligence', 'Alteryx', 'QlikView', 'SQL', 'Tableau']",5
3499,Data Analyst IV,80000-99999,data_analyst,"['CSS', 'Oracle', 'SQL']",3
3500,Sr. Data Analyst,80000-99999,data_analyst,"['R', 'Python', 'SQL', 'Tableau']",4
3501,Global Data Analyst,80000-99999,data_analyst,"['Excel', 'Tableau', 'Accounting', 'Analysis Skills', 'Business Analysis']",5
3502,Data Analyst,80000-99999,data_analyst,"['Business Intelligence', 'Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'Oracle', 'SQL', 'Sybase', 'Data Warehouse']",8
3503,"Data Analyst, Research",80000-99999,data_analyst,"['R', 'Oracle', 'SAS', 'Python', 'SQL', 'Microsoft Office', 'Tableau']",7
3504,Data Analyst,80000-99999,data_analyst,"['Data Mining', 'R', 'Python', 'SQL', 'Tableau']",5
3505,Senior Consulting Data Analyst,80000-99999,data_analyst,,0
3506,Data Analyst,80000-99999,data_analyst,"['Machine Learning', 'Azure', 'Programmable Logic Controllers', 'AWS']",4
3507,Metrics & Data Analytics Analyst,80000-99999,data_analyst,"['Informatica', 'Oracle', 'SQL']",3
3508,Environmental Data Analyst,80000-99999,data_analyst,"['Microsoft SQL Server', 'Microsoft Powerpoint', 'R', 'Management Experience', 'Crystal Reports', 'Microsoft Access', 'Tableau', 'Java', 'Microsoft Word', 'GIS', 'Python']",11
3509,Data Analyst - Financial Crimes,80000-99999,data_analyst,"['Data Mining', 'SAS', 'Python', 'Audits', 'SQL', 'Microsoft Office']",6
3510,Data Analyst III,80000-99999,data_analyst,"['Business Intelligence', 'Data Mining', 'Technical Writing', 'Visual Basic', 'Project Management', 'R', 'SQL', 'Python']",8
3511,Grains and Oilseeds Data Analyst,80000-99999,data_analyst,"['SharePoint', 'R', 'Data Science', 'Python', 'Microsoft Office']",5
3512,Data Analyst,80000-99999,data_analyst,"['Business Intelligence', 'Microsoft SQL Server', 'PowerShell', 'Power BI', 'Azure', 'SDLC', 'SQL', 'JSON', 'Tableau', 'SharePoint', 'Confluence', 'Quality Management', 'Jira']",13
3513,Data Analyst,80000-99999,data_analyst,"['Time Management', 'R', 'SQL', 'Tableau', 'AWS']",5
3514,Data Analyst,80000-99999,data_analyst,"['JavaScript', 'Time Management', 'Hadoop', 'Power BI', 'Scala', 'R', 'Kafka', 'SQL', 'Tableau', 'React', 'Spark', 'Python', 'Elasticsearch', 'AWS']",14
3515,Data Analyst,80000-99999,data_analyst,"['SAS', 'SQL']",2
3516,Data Analyst,80000-99999,data_analyst,"['SAS', 'SQL']",2
3517,Data Analytics Analyst,80000-99999,data_analyst,"['Oracle', 'Crystal Reports', 'SQL']",3
3518,Sr. Data Analyst,80000-99999,data_analyst,"['R', 'SAS', 'SQL', 'Tableau', 'STATA']",5
3519,Threat Data Analyst,80000-99999,data_analyst,"['Linux', 'MySQL', 'Scripting', 'Python', 'Elasticsearch']",5
3520,Data Analyst III,80000-99999,data_analyst,"['Data Warehouse', 'Excel', 'SQL', 'Microsoft Office', 'Microsoft Access']",5
3521,Metrics & Data Analytics Analyst,80000-99999,data_analyst,"['Informatica', 'Oracle', 'SQL']",3
3522,Master Data Analyst,80000-99999,data_analyst,"['SharePoint', 'ERP Systems', 'Visio', 'SAP', 'Excel', 'Microsoft Office']",6
3523,Clinical Data Analyst,80000-99999,data_analyst,,0
3524,Healthcare Data Analyst,80000-99999,data_analyst,"['Python', 'SQL']",2
3525,Data Analyst,80000-99999,data_analyst,"['Data Analysis', 'MATLAB', 'Python', 'SQL']",4
3526,Data Analyst,80000-99999,data_analyst,"['Oracle', 'SQL']",2
3527,Data Analyst III,80000-99999,data_analyst,"['Data Analysis', 'Excel', 'SQL', 'Microsoft Office', 'Microsoft Access']",5
3528,Benefits Data Analyst - Health Analytics,80000-99999,data_analyst,,0
3529,Client Success Data Analyst,80000-99999,data_analyst,"['SQL', 'Tableau']",2
3530,Data Analyst,80000-99999,data_analyst,"['Process Improvement', 'SDLC']",2
3531,Data Analyst - Supply Chain,80000-99999,data_analyst,"['Microsoft Access', '.Net', 'Java']",3
3532,Data Analyst,80000-99999,data_analyst,"['Data Mining', 'Time Management', 'R', 'SAS', 'Statisical Analysis', 'SQL', 'SPSS']",7
3533,Quantitative Data Analyst (Cogo Labs) Co-op,80000-99999,data_analyst,,0
3534,CRM Data Analyst,80000-99999,data_analyst,"['Statistical Software', 'Performance Marketing', 'Quantitative Analysis', 'R', 'SAS', 'SQL', 'Tableau', 'Python']",8
3535,Data Analyst,80000-99999,data_analyst,"['Hive', 'Hadoop', 'R', 'Azure', 'SQL', 'Big Data', 'Spark', 'Python']",8
3536,Data Analyst,80000-99999,data_analyst,"['Data Mining', 'Data Analysis', 'Google Suite', 'Quantitative Research', 'Microsoft Office', 'SQL']",6
3537,Sales Data Analyst,80000-99999,data_analyst,['Data Analysis'],1
3538,Data Analyst,80000-99999,data_analyst,"['Oracle', 'SQL']",2
3539,Data Analytics Analyst,80000-99999,data_analyst,"['Hyperion', 'SQL', 'Microsoft Office', 'Microsoft Access', 'Tableau']",5
3540,Benefits Data Analyst - Retirement,80000-99999,data_analyst,"['Microsoft Powerpoint', 'Project Management', 'Workday', 'Microsoft Office']",4
3541,Data Analyst,80000-99999,data_analyst,"['Business Intelligence', 'Microsoft SQL Server', 'Power BI', 'Azure', 'R', 'SQL', 'Tableau', 'Python']",8
3542,Healthcare Data Analyst,80000-99999,data_analyst,"['STATA', 'Machine Learning', 'R', 'Python', 'SQL']",5
3543,Data Analyst (Field),80000-99999,data_analyst,"['R', 'SQL', 'Tableau', 'STATA', 'Predictive Analytics', 'SPSS', 'Business Analysis']",7
3544,Data Analyst,80000-99999,data_analyst,"['Oracle', 'SQL']",2
3545,Business/ Data Analyst,80000-99999,data_analyst,"['Data Mining', 'Microsoft Powerpoint', 'Business Analysis', 'SQL']",4
3546,"Data Analyst, Social Networking",80000-99999,data_analyst,"['JavaScript', 'MySQL', 'Visual Basic', 'Oracle', 'Python', 'SQL', 'Excel', 'HTML5']",8
3547,"Data Analyst, AVP",80000-99999,data_analyst,"['Microsoft Powerpoint', 'SQL']",2
3548,"Data Analyst, Junior",80000-99999,data_analyst,"['Data Mining', 'Machine Learning', 'R', 'Perl', 'SAS', 'Tableau', 'Splunk', 'SPSS', 'Docker', 'Python']",10
3549,Senior Consulting Data Analyst,80000-99999,data_analyst,['SAS'],1
3550,Data Analyst,80000-99999,data_analyst,"['Hive', 'Data Mining', 'Microsoft Powerpoint', 'Power BI', 'Azure', 'SQL', 'Excel', 'Big Data', 'Spark', 'Analysis Skills', 'Data Analysis']",11
3551,Reporting & Data Analyst III,80000-99999,data_analyst,"['Time Management', 'Microsoft Powerpoint', 'Excel', 'Analysis Skills', 'Business Analysis', 'Adobe Marketing']",6
3552,User Acquisition Data Analyst,80000-99999,data_analyst,"['Performance Marketing', 'Data Analysis', 'Jira', 'SQL', 'Tableau']",5
3553,Data Analyst,80000-99999,data_analyst,"['Oracle', 'SQL']",2
3554,Data Analyst,80000-99999,data_analyst,"['Data Mining', 'Microsoft Powerpoint', 'SDLC', 'Microsoft Office', 'SQL', 'Microsoft Word', 'Data Warehouse', 'Visio', 'Data Analysis']",9
3555,"PROCUREMENT DATA ANALYST - Decatur, IL",80000-99999,data_analyst,"['Power BI', 'Project Management', 'R', 'SQL', 'Tableau', 'Python']",6
3556,Report and Data Analyst,80000-99999,data_analyst,"['SQL', 'Tableau']",2
3557,CORE - Data Analyst,80000-99999,data_analyst,"['Design Experience', 'Business Analysis', 'SQL']",3
3558,Reporting / Operations / Data Analyst,80000-99999,data_analyst,"['Visual Basic', 'Oracle', 'Excel', 'SQL', 'Python']",5
3559,"data analyst, Retail Operations - SSC - Seattle, WA",80000-99999,data_analyst,"['Pig', 'Data Mining', 'Ruby', 'Power BI', 'R', 'Oracle', 'SAS', 'SQL', 'Tableau', 'Java', 'STATA', 'Data Warehouse', 'SPSS', 'Data Analysis', 'Python']",15
3560,"data analyst, Retail Operations - SSC - Seattle, WA",80000-99999,data_analyst,"['Pig', 'Data Mining', 'Ruby', 'Power BI', 'R', 'Oracle', 'SAS', 'SQL', 'Tableau', 'Java', 'STATA', 'Data Warehouse', 'SPSS', 'Data Analysis', 'Python']",15
3561,Data Analyst,80000-99999,data_analyst,"['Java', 'Hive', 'Scala', 'Python', 'SQL', 'AWS']",6
3562,M/WBE Research & Data Analyst,80000-99999,data_analyst,"['Data Mining', 'SAS', 'SQL', 'Excel', 'Microsoft Office', 'Microsoft Access', 'Visio', 'Python']",8
3563,Data Analyst - Digital Strategy & Growth,80000-99999,data_analyst,"['Python', 'SQL', 'Tableau']",3
3564,Data Analyst III-ETL,80000-99999,data_analyst,"['Java', 'Microsoft Project', 'Microsoft SQL Server', 'XML', 'Visio', 'Oracle', 'SQL']",7
3565,EBI Data Analyst II,80000-99999,data_analyst,"['Data Warehouse', 'SDLC', 'CSS', 'SQL']",4
3566,Data Analyst,80000-99999,data_analyst,"['Data Mining', 'Scala', 'Azure', 'SQL', 'JSON', 'Tableau', 'Java', 'MySQL', 'S3', 'MongoDB', 'Data Analysis', 'NoSQL', 'Python', 'Elasticsearch', 'AWS']",15
3567,Airforce Aviation Data Analyst,80000-99999,data_analyst,"['R', 'Microsoft Office', 'Tableau', 'STATA', 'Data Analysis', 'MATLAB', 'Military Experience']",7
3568,Healthcare Data Analyst II,80000-99999,data_analyst,"['Data Mining', 'Microsoft SQL Server', 'Microsoft Powerpoint', 'SAS', 'Crystal Reports', 'Excel', 'Microsoft Access', 'Design Experience', 'SPSS']",9
3569,Analytic Data Analyst,80000-99999,data_analyst,"['Database Administration', 'Data Warehouse', 'Business Analysis', 'SAS', 'SQL', 'Microsoft Office']",6
3570,Lead Data Analyst,80000-99999,data_analyst,"['Leadership Experience', 'Excel']",2
3571,Lead Data Analyst,80000-99999,data_analyst,"['Leadership Experience', 'Excel']",2
3572,Technical Data Analyst,80000-99999,data_analyst,"['MySQL', 'Microsoft SQL Server', 'Machine Learning', 'Scripting', 'R', 'Python', 'Tableau', 'AWS']",8
3573,Data Analyst - Healthcare Payer,80000-99999,data_analyst,"['XML', 'Data Analysis', 'SQL', 'Microsoft Access']",4
3574,Claims Policy Data Analyst,80000-99999,data_analyst,['RN'],1
3575,Data Analyst 1,80000-99999,data_analyst,"['Data Mining', 'Power BI', 'R', 'Azure', 'SQL', 'Tableau', 'Spark', 'QlikView', 'Informatica', 'Python', 'OOP']",11
3576,Data Analyst,80000-99999,data_analyst,"['Visual Basic', 'Power BI', 'Excel', 'SQL', 'Tableau', 'Data Analysis']",6
3577,"Data Analyst, Product",80000-99999,data_analyst,"['R', 'SQL', 'Data Warehouse', 'Python']",4
3578,Senior Data Analyst,80000-99999,data_analyst,"['R', 'Perl', 'SAS', 'SQL', 'STATA', 'Data Analysis', 'Python']",7
3579,Business Data Analyst II,80000-99999,data_analyst,"['Time Management', 'Crystal Reports', 'SQL']",3
3580,Data Analyst,80000-99999,data_analyst,"['JavaScript', 'Data Mining', 'Microsoft SQL Server', 'Visual Basic', 'Oracle', 'Crystal Reports', 'SQL', 'Tableau']",8
